O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-4122.00	1.C.2.b	Leadership	IM	3.01	18	0.1539	2.6886	3.3378	N	08/2024	Incumbent
51-4122.00	1.C.3.a	Cooperation	IM	3.64	18	0.2084	3.1971	4.0764	N	08/2024	Incumbent
51-4122.00	1.C.3.b	Concern for Others	IM	3.44	18	0.2050	3.0091	3.8743	N	08/2024	Incumbent
51-4122.00	1.C.3.c	Social Orientation	IM	2.64	18	0.2154	2.1905	3.0993	N	08/2024	Incumbent
51-4122.00	1.C.4.a	Self-Control	IM	3.71	18	0.2227	3.2397	4.1796	N	08/2024	Incumbent
51-4122.00	1.C.4.b	Stress Tolerance	IM	3.49	18	0.2204	3.0203	3.9502	N	08/2024	Incumbent
51-4122.00	1.C.4.c	Adaptability/Flexibility	IM	3.43	18	0.2130	2.9802	3.8788	N	08/2024	Incumbent
51-4122.00	1.C.5.a	Dependability	IM	3.94	18	0.1667	3.5867	4.2903	N	08/2024	Incumbent
51-4122.00	1.C.5.b	Attention to Detail	IM	4.17	18	0.2698	3.6033	4.7419	N	08/2024	Incumbent
51-4122.00	1.C.5.c	Integrity	IM	3.78	18	0.2404	3.2689	4.2834	N	08/2024	Incumbent
51-4122.00	1.C.6	Independence	IM	3.60	18	0.3083	2.9463	4.2471	N	08/2024	Incumbent
51-4122.00	1.C.7.a	Innovation	IM	3.33	18	0.0958	3.1312	3.5355	N	08/2024	Incumbent
51-4122.00	1.C.7.b	Analytical Thinking	IM	3.56	18	0.2003	3.1402	3.9853	N	08/2024	Incumbent
51-4191.00	1.C.1.a	Achievement/Effort	IM	3.51	19	0.4515	2.5654	4.4626	N	07/2016	Incumbent
51-4191.00	1.C.1.b	Persistence	IM	3.65	19	0.4360	2.7377	4.5697	N	07/2016	Incumbent
51-4191.00	1.C.1.c	Initiative	IM	3.91	19	0.3806	3.1056	4.7047	N	07/2016	Incumbent
51-4191.00	1.C.2.b	Leadership	IM	3.92	19	0.3726	3.1399	4.7053	N	07/2016	Incumbent
51-4191.00	1.C.3.a	Cooperation	IM	3.61	19	0.4629	2.6373	4.5824	N	07/2016	Incumbent
51-4191.00	1.C.3.b	Concern for Others	IM	3.45	19	0.4825	2.4362	4.4634	N	07/2016	Incumbent
51-4191.00	1.C.3.c	Social Orientation	IM	3.18	19	0.3726	2.4004	3.9658	N	07/2016	Incumbent
51-4191.00	1.C.4.a	Self-Control	IM	3.65	19	0.3702	2.8678	4.4234	N	07/2016	Incumbent
51-4191.00	1.C.4.b	Stress Tolerance	IM	3.61	19	0.4184	2.7344	4.4923	N	07/2016	Incumbent
51-4191.00	1.C.4.c	Adaptability/Flexibility	IM	3.66	19	0.4861	2.6376	4.6800	N	07/2016	Incumbent
51-4191.00	1.C.5.a	Dependability	IM	4.15	19	0.3078	3.5061	4.7993	N	07/2016	Incumbent
51-4191.00	1.C.5.b	Attention to Detail	IM	3.92	19	0.3056	3.2761	4.5601	N	07/2016	Incumbent
51-4191.00	1.C.5.c	Integrity	IM	4.05	19	0.3816	3.2506	4.8543	N	07/2016	Incumbent
51-4191.00	1.C.6	Independence	IM	3.95	19	0.3035	3.3080	4.5834	N	07/2016	Incumbent
51-4191.00	1.C.7.a	Innovation	IM	3.22	19	0.3803	2.4169	4.0149	N	07/2016	Incumbent
51-4191.00	1.C.7.b	Analytical Thinking	IM	3.48	18	0.3130	2.8217	4.1426	N	07/2016	Incumbent
51-4192.00	1.C.1.a	Achievement/Effort	IM	3.87	19	0.1648	3.5262	4.2187	N	08/2018	Incumbent
51-4192.00	1.C.1.b	Persistence	IM	3.86	17	0.2010	3.4331	4.2851	N	08/2018	Incumbent
51-4192.00	1.C.1.c	Initiative	IM	3.69	18	0.2467	3.1647	4.2058	N	08/2018	Incumbent
51-4192.00	1.C.2.b	Leadership	IM	3.53	18	0.5152	2.4440	4.6179	N	08/2018	Incumbent
51-4192.00	1.C.3.a	Cooperation	IM	3.89	19	0.2210	3.4219	4.3506	N	08/2018	Incumbent
51-4192.00	1.C.3.b	Concern for Others	IM	3.27	19	0.3712	2.4928	4.0525	N	08/2018	Incumbent
51-4192.00	1.C.3.c	Social Orientation	IM	2.90	19	0.3814	2.0991	3.7017	N	08/2018	Incumbent
51-4192.00	1.C.4.a	Self-Control	IM	3.62	19	0.3310	2.9296	4.3203	N	08/2018	Incumbent
51-4192.00	1.C.4.b	Stress Tolerance	IM	3.58	18	0.2505	3.0524	4.1095	N	08/2018	Incumbent
51-4192.00	1.C.4.c	Adaptability/Flexibility	IM	3.50	19	0.3446	2.7753	4.2232	N	08/2018	Incumbent
51-4192.00	1.C.5.a	Dependability	IM	4.36	19	0.1674	4.0075	4.7110	N	08/2018	Incumbent
51-4192.00	1.C.5.b	Attention to Detail	IM	4.83	19	0.0883	4.6422	5.0000	N	08/2018	Incumbent
51-4192.00	1.C.5.c	Integrity	IM	3.73	19	0.3924	2.9100	4.5588	N	08/2018	Incumbent
51-4192.00	1.C.6	Independence	IM	3.94	19	0.5154	2.8527	5.0000	N	08/2018	Incumbent
51-4192.00	1.C.7.a	Innovation	IM	3.64	19	0.3763	2.8474	4.4285	N	08/2018	Incumbent
51-4192.00	1.C.7.b	Analytical Thinking	IM	3.77	19	0.3692	2.9897	4.5412	N	08/2018	Incumbent
51-4193.00	1.C.1.a	Achievement/Effort	IM	3.97	23	0.2502	3.4464	4.4840	N	07/2016	Incumbent
51-4193.00	1.C.1.b	Persistence	IM	3.64	23	0.3381	2.9394	4.3419	N	07/2016	Incumbent
51-4193.00	1.C.1.c	Initiative	IM	3.51	23	0.3677	2.7483	4.2736	N	07/2016	Incumbent
51-4193.00	1.C.2.b	Leadership	IM	3.60	23	0.4511	2.6652	4.5360	N	07/2016	Incumbent
51-4193.00	1.C.3.a	Cooperation	IM	4.09	23	0.2143	3.6411	4.5302	N	07/2016	Incumbent
51-4193.00	1.C.3.b	Concern for Others	IM	3.25	23	0.4113	2.4008	4.1068	N	07/2016	Incumbent
51-4193.00	1.C.3.c	Social Orientation	IM	3.61	23	0.3509	2.8810	4.3364	N	07/2016	Incumbent
51-4193.00	1.C.4.a	Self-Control	IM	3.84	23	0.3316	3.1479	4.5233	N	07/2016	Incumbent
51-4193.00	1.C.4.b	Stress Tolerance	IM	3.77	23	0.3716	2.9958	4.5372	N	07/2016	Incumbent
51-4193.00	1.C.4.c	Adaptability/Flexibility	IM	3.75	23	0.2157	3.3066	4.2013	N	07/2016	Incumbent
51-4193.00	1.C.5.a	Dependability	IM	4.25	23	0.3367	3.5514	4.9480	N	07/2016	Incumbent
51-4193.00	1.C.5.b	Attention to Detail	IM	4.57	23	0.1915	4.1735	4.9679	N	07/2016	Incumbent
51-4193.00	1.C.5.c	Integrity	IM	3.89	23	0.3472	3.1652	4.6053	N	07/2016	Incumbent
51-4193.00	1.C.6	Independence	IM	3.81	23	0.3295	3.1224	4.4889	N	07/2016	Incumbent
51-4193.00	1.C.7.a	Innovation	IM	3.45	23	0.3918	2.6328	4.2578	N	07/2016	Incumbent
51-4193.00	1.C.7.b	Analytical Thinking	IM	3.61	23	0.3512	2.8800	4.3365	N	07/2016	Incumbent
51-4194.00	1.C.1.a	Achievement/Effort	IM	3.20	25	0.2657	2.6476	3.7443	N	07/2016	Incumbent
51-4194.00	1.C.1.b	Persistence	IM	3.77	25	0.1528	3.4579	4.0887	N	07/2016	Incumbent
51-4194.00	1.C.1.c	Initiative	IM	3.76	25	0.1726	3.4039	4.1164	N	07/2016	Incumbent
51-4194.00	1.C.2.b	Leadership	IM	3.15	25	0.2719	2.5851	3.7077	N	07/2016	Incumbent
51-4194.00	1.C.3.a	Cooperation	IM	3.87	25	0.2209	3.4181	4.3301	N	07/2016	Incumbent
51-4194.00	1.C.3.b	Concern for Others	IM	3.26	25	0.3259	2.5923	3.9376	N	07/2016	Incumbent
51-4194.00	1.C.3.c	Social Orientation	IM	2.55	25	0.2262	2.0862	3.0197	N	07/2016	Incumbent
51-4194.00	1.C.4.a	Self-Control	IM	3.49	25	0.2825	2.9060	4.0722	N	07/2016	Incumbent
51-4194.00	1.C.4.b	Stress Tolerance	IM	3.43	25	0.2172	2.9800	3.8766	N	07/2016	Incumbent
51-4194.00	1.C.4.c	Adaptability/Flexibility	IM	3.86	25	0.1626	3.5226	4.1940	N	07/2016	Incumbent
51-4194.00	1.C.5.a	Dependability	IM	4.12	25	0.2037	3.6993	4.5401	N	07/2016	Incumbent
51-4194.00	1.C.5.b	Attention to Detail	IM	4.66	25	0.1195	4.4157	4.9091	N	07/2016	Incumbent
51-4194.00	1.C.5.c	Integrity	IM	3.80	25	0.2370	3.3140	4.2921	N	07/2016	Incumbent
51-4194.00	1.C.6	Independence	IM	4.10	25	0.2233	3.6388	4.5605	N	07/2016	Incumbent
51-4194.00	1.C.7.a	Innovation	IM	3.52	25	0.2932	2.9157	4.1258	N	07/2016	Incumbent
51-4194.00	1.C.7.b	Analytical Thinking	IM	3.82	25	0.2773	3.2505	4.3951	N	07/2016	Incumbent
51-5111.00	1.C.1.a	Achievement/Effort	IM	3.84	33	0.1585	3.5140	4.1596	N	07/2016	Incumbent
51-5111.00	1.C.1.b	Persistence	IM	3.90	33	0.1563	3.5776	4.2144	N	07/2016	Incumbent
51-5111.00	1.C.1.c	Initiative	IM	4.08	33	0.1983	3.6770	4.4850	N	07/2016	Incumbent
51-5111.00	1.C.2.b	Leadership	IM	3.45	33	0.1775	3.0873	3.8104	N	07/2016	Incumbent
51-5111.00	1.C.3.a	Cooperation	IM	4.12	33	0.1429	3.8324	4.4146	N	07/2016	Incumbent
51-5111.00	1.C.3.b	Concern for Others	IM	3.45	33	0.0858	3.2724	3.6220	N	07/2016	Incumbent
51-5111.00	1.C.3.c	Social Orientation	IM	2.77	33	0.2290	2.2989	3.2317	N	07/2016	Incumbent
51-5111.00	1.C.4.a	Self-Control	IM	3.82	33	0.1799	3.4497	4.1826	N	07/2016	Incumbent
51-5111.00	1.C.4.b	Stress Tolerance	IM	4.07	33	0.1533	3.7618	4.3864	N	07/2016	Incumbent
51-5111.00	1.C.4.c	Adaptability/Flexibility	IM	3.97	33	0.1974	3.5632	4.3674	N	07/2016	Incumbent
51-5111.00	1.C.5.a	Dependability	IM	4.35	33	0.1610	4.0199	4.6760	N	07/2016	Incumbent
51-5111.00	1.C.5.b	Attention to Detail	IM	4.85	33	0.0708	4.7087	4.9971	N	07/2016	Incumbent
51-5111.00	1.C.5.c	Integrity	IM	3.47	33	0.2343	2.9971	3.9515	N	07/2016	Incumbent
51-5111.00	1.C.6	Independence	IM	4.02	33	0.1936	3.6229	4.4116	N	07/2016	Incumbent
51-5111.00	1.C.7.a	Innovation	IM	3.82	33	0.1837	3.4453	4.1938	N	07/2016	Incumbent
51-5111.00	1.C.7.b	Analytical Thinking	IM	3.64	33	0.1932	3.2468	4.0338	N	07/2016	Incumbent
51-5112.00	1.C.1.a	Achievement/Effort	IM	3.44	24	0.2729	2.8728	4.0017	N	08/2020	Incumbent
51-5112.00	1.C.1.b	Persistence	IM	3.55	24	0.0996	3.3449	3.7572	N	08/2020	Incumbent
51-5112.00	1.C.1.c	Initiative	IM	3.69	24	0.2588	3.1536	4.2244	N	08/2020	Incumbent
51-5112.00	1.C.2.b	Leadership	IM	3.20	24	0.2597	2.6610	3.7352	N	08/2020	Incumbent
51-5112.00	1.C.3.a	Cooperation	IM	3.68	25	0.1777	3.3120	4.0454	N	08/2020	Incumbent
51-5112.00	1.C.3.b	Concern for Others	IM	3.19	25	0.1574	2.8669	3.5166	N	08/2020	Incumbent
51-5112.00	1.C.3.c	Social Orientation	IM	2.54	25	0.2417	2.0418	3.0395	N	08/2020	Incumbent
51-5112.00	1.C.4.a	Self-Control	IM	3.32	25	0.2070	2.8885	3.7430	N	08/2020	Incumbent
51-5112.00	1.C.4.b	Stress Tolerance	IM	3.71	25	0.1580	3.3802	4.0325	N	08/2020	Incumbent
51-5112.00	1.C.4.c	Adaptability/Flexibility	IM	3.52	25	0.1585	3.1931	3.8473	N	08/2020	Incumbent
51-5112.00	1.C.5.a	Dependability	IM	4.25	25	0.0680	4.1079	4.3887	N	08/2020	Incumbent
51-5112.00	1.C.5.b	Attention to Detail	IM	4.52	25	0.0924	4.3323	4.7138	N	08/2020	Incumbent
51-5112.00	1.C.5.c	Integrity	IM	3.78	25	0.1617	3.4442	4.1117	N	08/2020	Incumbent
51-5112.00	1.C.6	Independence	IM	3.80	25	0.2207	3.3490	4.2599	N	08/2020	Incumbent
51-5112.00	1.C.7.a	Innovation	IM	2.80	25	0.1544	2.4831	3.1206	N	08/2020	Incumbent
51-5112.00	1.C.7.b	Analytical Thinking	IM	3.17	25	0.1430	2.8720	3.4623	N	08/2020	Incumbent
51-5113.00	1.C.1.a	Achievement/Effort	IM	3.67	25	0.3740	2.8991	4.4428	N	07/2015	Incumbent
51-5113.00	1.C.1.b	Persistence	IM	3.63	25	0.1403	3.3385	3.9176	N	07/2015	Incumbent
51-5113.00	1.C.1.c	Initiative	IM	3.60	25	0.2220	3.1414	4.0577	N	07/2015	Incumbent
51-5113.00	1.C.2.b	Leadership	IM	3.44	25	0.3600	2.6955	4.1817	N	07/2015	Incumbent
51-5113.00	1.C.3.a	Cooperation	IM	3.85	25	0.1757	3.4831	4.2085	N	07/2015	Incumbent
51-5113.00	1.C.3.b	Concern for Others	IM	3.12	25	0.4233	2.2496	3.9970	N	07/2015	Incumbent
51-5113.00	1.C.3.c	Social Orientation	IM	2.92	25	0.4312	2.0343	3.8143	N	07/2015	Incumbent
51-5113.00	1.C.4.a	Self-Control	IM	3.99	25	0.3068	3.3531	4.6195	N	07/2015	Incumbent
51-5113.00	1.C.4.b	Stress Tolerance	IM	3.75	25	0.2804	3.1707	4.3280	N	07/2015	Incumbent
51-5113.00	1.C.4.c	Adaptability/Flexibility	IM	3.89	24	0.2275	3.4218	4.3629	N	07/2015	Incumbent
51-5113.00	1.C.5.a	Dependability	IM	4.04	25	0.3231	3.3700	4.7035	N	07/2015	Incumbent
51-5113.00	1.C.5.b	Attention to Detail	IM	4.53	25	0.1419	4.2337	4.8196	N	07/2015	Incumbent
51-5113.00	1.C.5.c	Integrity	IM	4.29	25	0.2078	3.8592	4.7167	N	07/2015	Incumbent
51-5113.00	1.C.6	Independence	IM	4.04	25	0.2041	3.6167	4.4591	N	07/2015	Incumbent
51-5113.00	1.C.7.a	Innovation	IM	3.01	25	0.2867	2.4156	3.5989	N	07/2015	Incumbent
51-5113.00	1.C.7.b	Analytical Thinking	IM	3.20	25	0.2948	2.5948	3.8116	N	07/2015	Incumbent
51-6011.00	1.C.1.a	Achievement/Effort	IM	3.27	27	0.2796	2.6953	3.8446	N	07/2015	Incumbent
51-6011.00	1.C.1.b	Persistence	IM	3.06	27	0.2316	2.5877	3.5399	N	07/2015	Incumbent
51-6011.00	1.C.1.c	Initiative	IM	3.69	27	0.2051	3.2677	4.1107	N	07/2015	Incumbent
51-6011.00	1.C.2.b	Leadership	IM	3.02	27	0.2840	2.4325	3.5998	N	07/2015	Incumbent
51-6011.00	1.C.3.a	Cooperation	IM	3.85	26	0.1038	3.6381	4.0658	N	07/2015	Incumbent
51-6011.00	1.C.3.b	Concern for Others	IM	3.63	26	0.1891	3.2434	4.0222	N	07/2015	Incumbent
51-6011.00	1.C.3.c	Social Orientation	IM	3.46	26	0.2451	2.9592	3.9687	N	07/2015	Incumbent
51-6011.00	1.C.4.a	Self-Control	IM	3.84	25	0.1447	3.5406	4.1377	N	07/2015	Incumbent
51-6011.00	1.C.4.b	Stress Tolerance	IM	3.34	27	0.3766	2.5651	4.1135	N	07/2015	Incumbent
51-6011.00	1.C.4.c	Adaptability/Flexibility	IM	3.63	27	0.2267	3.1596	4.0917	N	07/2015	Incumbent
51-6011.00	1.C.5.a	Dependability	IM	3.89	27	0.2159	3.4474	4.3348	N	07/2015	Incumbent
51-6011.00	1.C.5.b	Attention to Detail	IM	3.94	27	0.1759	3.5746	4.2976	N	07/2015	Incumbent
51-6011.00	1.C.5.c	Integrity	IM	3.92	27	0.2031	3.5000	4.3350	N	07/2015	Incumbent
51-6011.00	1.C.6	Independence	IM	4.07	27	0.1276	3.8075	4.3319	N	07/2015	Incumbent
51-6011.00	1.C.7.a	Innovation	IM	2.90	27	0.1661	2.5563	3.2390	N	07/2015	Incumbent
51-6011.00	1.C.7.b	Analytical Thinking	IM	2.90	27	0.3192	2.2467	3.5589	N	07/2015	Incumbent
51-6021.00	1.C.1.a	Achievement/Effort	IM	3.87	23	0.3167	3.2101	4.5236	N	07/2017	Incumbent
51-6021.00	1.C.1.b	Persistence	IM	3.93	23	0.4059	3.0848	4.7683	N	07/2017	Incumbent
51-6021.00	1.C.1.c	Initiative	IM	3.71	23	0.4320	2.8153	4.6070	N	07/2017	Incumbent
51-6021.00	1.C.2.b	Leadership	IM	3.61	23	0.3734	2.8367	4.3856	N	07/2017	Incumbent
51-6021.00	1.C.3.a	Cooperation	IM	4.05	23	0.3741	3.2787	4.8305	N	07/2017	Incumbent
51-6021.00	1.C.3.b	Concern for Others	IM	3.98	23	0.3986	3.1491	4.8024	N	07/2017	Incumbent
51-6021.00	1.C.3.c	Social Orientation	IM	3.88	23	0.4016	3.0485	4.7142	N	07/2017	Incumbent
51-6021.00	1.C.4.a	Self-Control	IM	3.84	23	0.3277	3.1568	4.5160	N	07/2017	Incumbent
51-6021.00	1.C.4.b	Stress Tolerance	IM	4.20	23	0.1507	3.8893	4.5143	N	07/2017	Incumbent
51-6021.00	1.C.4.c	Adaptability/Flexibility	IM	3.80	23	0.3310	3.1101	4.4831	N	07/2017	Incumbent
51-6021.00	1.C.5.a	Dependability	IM	4.33	23	0.1972	3.9185	4.7363	N	07/2017	Incumbent
51-6021.00	1.C.5.b	Attention to Detail	IM	4.62	23	0.1647	4.2749	4.9579	N	07/2017	Incumbent
51-6021.00	1.C.5.c	Integrity	IM	4.58	23	0.1239	4.3252	4.8389	N	07/2017	Incumbent
51-6021.00	1.C.6	Independence	IM	4.27	23	0.2504	3.7552	4.7939	N	07/2017	Incumbent
51-6021.00	1.C.7.a	Innovation	IM	4.12	23	0.3308	3.4360	4.8082	N	07/2017	Incumbent
51-6021.00	1.C.7.b	Analytical Thinking	IM	3.74	23	0.3803	2.9512	4.5288	N	07/2017	Incumbent
51-6031.00	1.C.1.a	Achievement/Effort	IM	3.47	37	0.1769	3.1089	3.8263	N	07/2017	Incumbent
51-6031.00	1.C.1.b	Persistence	IM	3.48	36	0.1600	3.1547	3.8044	N	07/2017	Incumbent
51-6031.00	1.C.1.c	Initiative	IM	3.25	37	0.1919	2.8657	3.6441	N	07/2017	Incumbent
51-6031.00	1.C.2.b	Leadership	IM	2.50	37	0.2246	2.0418	2.9529	N	07/2017	Incumbent
51-6031.00	1.C.3.a	Cooperation	IM	3.70	36	0.1731	3.3510	4.0537	N	07/2017	Incumbent
51-6031.00	1.C.3.b	Concern for Others	IM	3.41	37	0.2201	2.9603	3.8530	N	07/2017	Incumbent
51-6031.00	1.C.3.c	Social Orientation	IM	2.95	37	0.1876	2.5672	3.3281	N	07/2017	Incumbent
51-6031.00	1.C.4.a	Self-Control	IM	3.71	37	0.2792	3.1392	4.2716	N	07/2017	Incumbent
51-6031.00	1.C.4.b	Stress Tolerance	IM	3.64	37	0.2302	3.1713	4.1049	N	07/2017	Incumbent
51-6031.00	1.C.4.c	Adaptability/Flexibility	IM	3.42	37	0.2280	2.9577	3.8824	N	07/2017	Incumbent
51-6031.00	1.C.5.a	Dependability	IM	3.98	37	0.1698	3.6401	4.3287	N	07/2017	Incumbent
51-6031.00	1.C.5.b	Attention to Detail	IM	4.40	37	0.1852	4.0201	4.7712	N	07/2017	Incumbent
51-6031.00	1.C.5.c	Integrity	IM	3.79	37	0.2155	3.3562	4.2304	N	07/2017	Incumbent
51-6031.00	1.C.6	Independence	IM	3.65	37	0.2602	3.1243	4.1796	N	07/2017	Incumbent
51-6031.00	1.C.7.a	Innovation	IM	3.01	37	0.1842	2.6404	3.3875	N	07/2017	Incumbent
51-6031.00	1.C.7.b	Analytical Thinking	IM	2.58	37	0.1749	2.2237	2.9331	N	07/2017	Incumbent
51-6041.00	1.C.1.a	Achievement/Effort	IM	3.26	16	0.4452	2.3080	4.2057	N	08/2022	Incumbent
51-6041.00	1.C.1.b	Persistence	IM	3.41	16	0.4614	2.4239	4.3909	N	08/2022	Incumbent
51-6041.00	1.C.1.c	Initiative	IM	3.08	16	0.3690	2.2928	3.8659	N	08/2022	Incumbent
51-6041.00	1.C.2.b	Leadership	IM	2.65	16	0.2944	2.0201	3.2753	N	08/2022	Incumbent
51-6041.00	1.C.3.a	Cooperation	IM	3.73	16	0.2918	3.1030	4.3471	N	08/2022	Incumbent
51-6041.00	1.C.3.b	Concern for Others	IM	3.41	16	0.3388	2.6919	4.1362	N	08/2022	Incumbent
51-6041.00	1.C.3.c	Social Orientation	IM	3.02	16	0.4242	2.1116	3.9201	N	08/2022	Incumbent
51-6041.00	1.C.4.a	Self-Control	IM	3.27	16	0.4974	2.2065	4.3269	N	08/2022	Incumbent
51-6041.00	1.C.4.b	Stress Tolerance	IM	3.12	16	0.4449	2.1738	4.0705	N	08/2022	Incumbent
51-6041.00	1.C.4.c	Adaptability/Flexibility	IM	3.15	16	0.4291	2.2361	4.0654	N	08/2022	Incumbent
51-6041.00	1.C.5.a	Dependability	IM	3.54	16	0.4816	2.5128	4.5657	N	08/2022	Incumbent
51-6041.00	1.C.5.b	Attention to Detail	IM	3.66	16	0.5142	2.5603	4.7524	N	08/2022	Incumbent
51-6041.00	1.C.5.c	Integrity	IM	3.13	16	0.2789	2.5403	3.7293	N	08/2022	Incumbent
51-6041.00	1.C.6	Independence	IM	3.42	16	0.2029	2.9924	3.8574	N	08/2022	Incumbent
51-6041.00	1.C.7.a	Innovation	IM	2.97	16	0.3463	2.2285	3.7047	N	08/2022	Incumbent
51-6041.00	1.C.7.b	Analytical Thinking	IM	3.39	16	0.1729	3.0244	3.7616	N	08/2022	Incumbent
51-6042.00	1.C.1.a	Achievement/Effort	IM	3.77	19	0.2034	3.3444	4.1991	N	08/2024	Incumbent
51-6042.00	1.C.1.b	Persistence	IM	3.77	19	0.2222	3.3035	4.2373	N	08/2024	Incumbent
51-6042.00	1.C.1.c	Initiative	IM	3.77	19	0.1499	3.4539	4.0838	N	08/2024	Incumbent
51-6042.00	1.C.2.b	Leadership	IM	3.27	19	0.3795	2.4752	4.0697	N	08/2024	Incumbent
51-6042.00	1.C.3.a	Cooperation	IM	4.39	19	0.2020	3.9662	4.8150	N	08/2024	Incumbent
51-6042.00	1.C.3.b	Concern for Others	IM	3.63	19	0.4437	2.6929	4.5573	N	08/2024	Incumbent
51-6042.00	1.C.3.c	Social Orientation	IM	3.36	19	0.3236	2.6766	4.0365	N	08/2024	Incumbent
51-6042.00	1.C.4.a	Self-Control	IM	4.40	19	0.1969	3.9860	4.8133	N	08/2024	Incumbent
51-6042.00	1.C.4.b	Stress Tolerance	IM	4.39	19	0.1584	4.0595	4.7251	N	08/2024	Incumbent
51-6042.00	1.C.4.c	Adaptability/Flexibility	IM	4.24	19	0.1374	3.9504	4.5278	N	08/2024	Incumbent
51-6042.00	1.C.5.a	Dependability	IM	4.82	19	0.1397	4.5303	5.0000	N	08/2024	Incumbent
51-6042.00	1.C.5.b	Attention to Detail	IM	4.76	19	0.1033	4.5429	4.9771	N	08/2024	Incumbent
51-6042.00	1.C.5.c	Integrity	IM	4.07	19	0.1879	3.6703	4.4598	N	08/2024	Incumbent
51-6042.00	1.C.6	Independence	IM	4.20	19	0.2649	3.6483	4.7615	N	08/2024	Incumbent
51-6042.00	1.C.7.a	Innovation	IM	3.09	19	0.4710	2.0964	4.0754	N	08/2024	Incumbent
51-6042.00	1.C.7.b	Analytical Thinking	IM	3.57	19	0.4545	2.6105	4.5205	N	08/2024	Incumbent
51-6051.00	1.C.1.a	Achievement/Effort	IM	3.62	16	0.4641	2.6283	4.6065	N	08/2024	Incumbent
51-6051.00	1.C.1.b	Persistence	IM	3.35	16	0.6642	1.9357	4.7670	N	08/2024	Incumbent
51-6051.00	1.C.1.c	Initiative	IM	3.47	16	0.6351	2.1146	4.8219	N	08/2024	Incumbent
51-6051.00	1.C.2.b	Leadership	IM	2.73	16	0.4095	1.8588	3.6045	N	08/2024	Incumbent
51-6051.00	1.C.3.a	Cooperation	IM	3.27	16	0.5537	2.0899	4.4504	N	08/2024	Incumbent
51-6051.00	1.C.3.b	Concern for Others	IM	2.52	15	0.4885	1.4733	3.5687	N	08/2024	Incumbent
51-6051.00	1.C.3.c	Social Orientation	IM	2.68	16	0.4932	1.6325	3.7351	N	08/2024	Incumbent
51-6051.00	1.C.4.a	Self-Control	IM	3.18	16	0.5438	2.0165	4.3347	N	08/2024	Incumbent
51-6051.00	1.C.4.b	Stress Tolerance	IM	3.16	16	0.5691	1.9421	4.3680	N	08/2024	Incumbent
51-6051.00	1.C.4.c	Adaptability/Flexibility	IM	2.92	16	0.4815	1.8925	3.9450	N	08/2024	Incumbent
51-6051.00	1.C.5.a	Dependability	IM	4.25	16	0.1279	3.9758	4.5209	N	08/2024	Incumbent
51-6051.00	1.C.5.b	Attention to Detail	IM	4.54	16	0.4037	3.6804	5.0000	N	08/2024	Incumbent
51-6051.00	1.C.5.c	Integrity	IM	3.63	16	0.6843	2.1730	5.0000	N	08/2024	Incumbent
51-6051.00	1.C.6	Independence	IM	3.36	15	0.6827	1.8992	4.8278	N	08/2024	Incumbent
51-6051.00	1.C.7.a	Innovation	IM	2.83	16	0.4899	1.7887	3.8771	N	08/2024	Incumbent
51-6051.00	1.C.7.b	Analytical Thinking	IM	2.93	16	0.4648	1.9440	3.9252	N	08/2024	Incumbent
51-6052.00	1.C.1.a	Achievement/Effort	IM	3.78	18	0.3143	3.1144	4.4405	N	08/2020	Incumbent
51-6052.00	1.C.1.b	Persistence	IM	3.52	18	0.2292	3.0399	4.0069	N	08/2020	Incumbent
51-6052.00	1.C.1.c	Initiative	IM	3.60	18	0.4296	2.6916	4.5043	N	08/2020	Incumbent
51-6052.00	1.C.2.b	Leadership	IM	3.40	17	0.2984	2.7655	4.0305	N	08/2020	Incumbent
51-6052.00	1.C.3.a	Cooperation	IM	4.13	17	0.3330	3.4273	4.8392	N	08/2020	Incumbent
51-6052.00	1.C.3.b	Concern for Others	IM	3.77	17	0.3868	2.9541	4.5941	N	08/2020	Incumbent
51-6052.00	1.C.3.c	Social Orientation	IM	3.63	17	0.3187	2.9559	4.3071	N	08/2020	Incumbent
51-6052.00	1.C.4.a	Self-Control	IM	3.88	17	0.2881	3.2741	4.4957	N	08/2020	Incumbent
51-6052.00	1.C.4.b	Stress Tolerance	IM	3.85	17	0.3140	3.1827	4.5139	N	08/2020	Incumbent
51-6052.00	1.C.4.c	Adaptability/Flexibility	IM	3.58	17	0.3647	2.8059	4.3522	N	08/2020	Incumbent
51-6052.00	1.C.5.a	Dependability	IM	3.72	18	0.2766	3.1399	4.3071	N	08/2020	Incumbent
51-6052.00	1.C.5.b	Attention to Detail	IM	4.06	18	0.2905	3.4492	4.6750	N	08/2020	Incumbent
51-6052.00	1.C.5.c	Integrity	IM	4.04	17	0.3661	3.2656	4.8176	N	08/2020	Incumbent
51-6052.00	1.C.6	Independence	IM	3.74	17	0.4469	2.7934	4.6884	N	08/2020	Incumbent
51-6052.00	1.C.7.a	Innovation	IM	3.56	17	0.4371	2.6287	4.4818	N	08/2020	Incumbent
51-6052.00	1.C.7.b	Analytical Thinking	IM	3.25	17	0.2523	2.7140	3.7838	N	08/2020	Incumbent
